tracklet_id,flight_id,cls,n_steps,n_obs,mean_dir_deg,R,rayleigh_p,median_inlier,disp_px,trusted
796,96,1,3,4,75.45,0.3335,0.750588,0.3185,47.7,False
797,96,1,50,51,280.14,0.0191,0.982154,0.5228,805.5,False
798,96,1,8,9,90.54,0.142,0.858826,0.3229,249.74,False
799,96,1,5,6,24.88,0.4973,0.306143,0.2296,44.6,False
800,96,1,5,6,297.69,0.1504,0.902389,0.5745,5.24,False
801,96,1,10,11,44.88,0.2018,0.676465,0.4587,255.02,False
802,96,1,7,8,88.79,0.1834,0.801989,0.4965,653.13,False
803,96,1,1,2,135.5,1.0,0.512221,0.4965,3.16,False
804,96,1,5,6,354.97,0.5134,0.281674,0.4965,963.14,False
805,96,1,19,20,9.88,0.0279,0.985734,0.5409,16.18,False
806,96,1,11,12,92.24,0.284,0.421576,0.4522,1587.47,False
807,96,1,10,11,177.09,0.2636,0.510808,0.4638,1383.43,False
808,96,1,1,2,74.02,1.0,0.512221,0.3598,9.15,False
809,98,1,64,65,254.67,0.8564,0.0,0.9606,644.74,True
810,99,1,8,9,180.36,0.2704,0.571952,0.4697,17.91,False
811,99,1,7,8,178.41,0.343,0.454969,0.4772,2.99,False
812,99,1,45,46,38.33,0.3131,0.011402,0.466,1718.69,False
813,99,1,20,21,30.86,0.5563,0.001388,0.4911,181.86,False
814,99,1,4,5,237.87,0.2364,0.819669,0.2793,1217.8,False
815,99,1,3,4,181.21,0.3393,0.742921,0.3396,6.85,False
816,99,1,17,18,92.96,0.0942,0.863604,0.28,100.91,False
817,99,1,22,23,146.46,0.1691,0.538266,0.2781,724.33,False
818,99,1,6,7,225.24,0.3461,0.507246,0.2627,193.83,False
819,100,1,47,48,221.17,0.1557,0.321525,0.5315,1018.47,False
820,100,1,13,14,211.38,0.3135,0.284002,0.4288,125.23,False
821,100,1,5,6,191.09,0.4218,0.433059,0.5811,3.43,False
822,100,1,27,28,65.14,0.32,0.061673,0.4854,142.37,False
823,100,1,14,15,51.23,0.2621,0.389238,0.5505,40.96,False
824,100,1,9,10,215.32,0.1594,0.804462,0.4876,79.15,False
825,100,1,7,8,169.43,0.6427,0.049717,0.5213,6.13,True
826,100,1,7,8,96.41,0.308,0.531923,0.5213,84.14,False
827,100,1,6,7,60.75,0.1745,0.84446,0.5143,4.82,False
828,101,1,53,54,30.81,0.1985,0.123879,0.5747,536.41,False
829,101,1,8,9,60.6,0.2448,0.633605,0.5917,49.42,False
830,101,1,16,17,188.13,0.2005,0.533014,0.6155,5.91,False
831,101,1,16,17,166.63,0.2305,0.434042,0.6155,5.53,False
832,102,1,11,12,306.12,0.3493,0.266902,0.7105,6.82,False
833,102,1,10,11,318.42,0.2735,0.484762,0.7134,5.8,False
834,102,1,64,65,172.98,0.1225,0.384329,0.6462,1686.1,False
835,102,1,44,45,31.29,0.2036,0.161609,0.6388,832.59,False
836,102,1,28,29,243.23,0.2682,0.133375,0.6534,227.42,False
837,102,1,10,11,116.42,0.382,0.237385,0.3448,39.66,False
838,104,0,30,31,206.01,0.273,0.106428,0.5621,402.61,False
839,104,0,25,26,235.71,0.2837,0.133696,0.6025,424.63,False
840,104,0,26,27,136.12,0.0774,0.858221,0.7821,481.38,False
841,104,0,26,27,190.0,0.1574,0.529382,0.7821,318.93,False
842,104,0,9,10,312.55,0.4317,0.189994,0.8625,21.41,False
843,104,0,19,20,195.86,0.6079,0.000494,0.3557,1246.96,False
844,105,0,12,13,300.88,0.157,0.7519,0.8369,16.16,False
845,105,0,12,13,284.89,0.2154,0.582968,0.8369,401.76,False
846,105,0,31,32,282.04,0.1267,0.611758,0.7933,676.24,False
847,105,0,42,43,346.86,0.1446,0.418241,0.5852,634.28,False
848,105,0,27,28,289.1,0.2354,0.225738,0.7056,338.19,False
849,105,0,11,12,328.97,0.1453,0.800127,0.597,39.3,False
850,105,0,26,27,336.58,0.3569,0.034877,0.4802,217.05,False
851,105,0,40,41,311.24,0.5126,1.4e-05,0.3668,576.31,False
852,106,0,10,11,297.25,0.1952,0.69376,0.3826,169.43,False
853,106,0,10,11,22.74,0.0777,0.944184,0.3826,22.35,False
854,106,0,8,9,8.42,0.6663,0.023134,0.4136,146.13,False
855,106,0,51,52,235.45,0.0718,0.77046,0.3821,1067.83,False
856,106,0,8,9,64.4,0.6396,0.032376,0.4928,862.03,False
857,106,0,3,4,317.66,0.9953,0.034963,0.586,37.12,False
858,106,0,0,1,,0.0,1.0,0.0,0.0,False
859,106,0,17,18,274.14,0.3472,0.128674,0.6044,302.56,False
860,106,0,2,3,44.0,0.6364,0.510259,0.6839,2.65,False
861,111,1,26,27,192.25,0.3676,0.028235,0.3142,467.58,False
862,111,1,40,41,32.55,0.2607,0.065184,0.3293,477.56,False
863,111,1,22,23,106.25,0.6428,4.2e-05,0.3584,194.63,False
864,112,1,44,45,239.24,0.2684,0.041112,0.3855,115.07,False
865,112,1,24,25,217.66,0.2709,0.172549,0.3831,143.55,False
866,112,1,17,18,239.56,0.3895,0.07409,0.3926,20.38,False
867,112,1,9,10,230.79,0.8626,0.000211,0.3836,66.29,False
868,112,1,24,25,34.64,0.3437,0.057221,0.4343,273.78,False
869,112,1,1,2,239.79,1.0,0.512221,0.0925,182.19,False
870,112,1,6,7,24.03,0.6764,0.057928,0.3438,176.02,False
871,112,1,23,24,114.24,0.0811,0.862168,0.4163,339.89,False
872,112,1,13,14,180.46,0.2563,0.433958,0.5421,204.05,False
873,112,1,0,1,,0.0,1.0,0.0,0.0,False
874,113,1,11,12,272.81,0.5694,0.024354,0.1933,124.05,False
875,113,1,4,5,162.64,0.0719,0.981926,0.2443,73.12,False
876,113,1,4,5,195.44,0.5617,0.302671,0.2443,128.77,False
877,113,1,4,5,206.9,0.9701,0.011215,0.2443,50.79,False
878,113,1,48,49,242.25,0.1037,0.599208,0.2276,1451.72,False
879,113,1,11,12,99.77,0.1253,0.847469,0.2385,27.63,False
880,113,1,10,11,169.64,0.102,0.905577,0.2439,83.98,False
881,113,1,9,10,11.71,0.3891,0.262676,0.2493,29.6,False
882,113,1,26,27,243.7,0.2955,0.102608,0.2451,1648.01,False
883,113,1,8,9,341.65,0.1844,0.773105,0.2499,46.39,False
884,113,1,15,16,165.65,0.2047,0.541276,0.2179,466.4,False
885,113,1,4,5,115.71,0.4728,0.437374,0.2144,55.0,False
886,114,1,13,14,157.25,0.2287,0.515743,0.1298,288.41,False
887,114,1,27,28,167.14,0.2211,0.26942,0.1737,578.54,False
888,114,1,7,8,100.36,0.0487,0.984673,0.1737,5.84,False
889,114,1,17,18,276.63,0.1181,0.793855,0.1699,986.19,False
890,114,1,5,6,213.2,0.1558,0.895676,0.23,207.46,False
891,114,1,1,2,27.24,1.0,0.512221,0.175,50.4,False
892,114,1,0,1,,0.0,1.0,0.0,0.0,False
893,114,1,20,21,35.46,0.1693,0.56958,0.1771,765.29,False
894,115,1,4,5,193.8,0.8926,0.029132,0.0646,779.23,False
895,115,1,16,17,193.47,0.3096,0.218334,0.19,501.08,False
896,115,1,4,5,157.62,0.4218,0.521648,0.4691,4.01,False
897,115,1,15,16,216.12,0.223,0.481983,0.2798,870.04,False
898,115,1,14,15,306.25,0.3578,0.167745,0.4123,962.01,False
899,115,1,40,41,80.17,0.1322,0.499885,0.182,364.23,False
900,115,1,2,3,15.56,0.6971,0.438686,0.1532,379.09,False
901,116,1,38,39,19.96,0.1239,0.561292,0.2481,1433.8,False
902,116,1,3,4,39.28,0.2546,0.847246,0.2585,1.67,False
903,116,1,7,8,350.5,0.7692,0.010202,0.1373,116.77,False
904,116,1,12,13,188.13,0.3377,0.259335,0.4142,52.87,False
905,116,1,32,33,165.03,0.0668,0.868685,0.307,1026.61,False
906,116,1,12,13,239.6,0.4896,0.053172,0.2402,216.15,False
907,116,1,13,14,211.8,0.4001,0.124409,0.1615,650.73,False
908,117,1,32,33,245.54,0.0838,0.801415,0.2603,1924.3,False
909,117,1,7,8,265.21,0.1897,0.789563,0.2267,87.39,False
910,117,1,20,21,82.28,0.0694,0.910294,0.2463,1226.59,False
911,117,1,27,28,10.39,0.1645,0.485744,0.3598,2049.38,False
912,117,1,3,4,77.05,0.5671,0.418496,0.4589,67.26,False
913,117,1,9,10,12.64,0.4719,0.134797,0.4143,164.0,False
914,117,1,18,19,315.98,0.2959,0.208718,0.2232,1574.4,False
915,117,1,8,9,318.36,0.6888,0.0171,0.203,28.03,False
916,118,1,34,35,177.9,0.122,0.606168,0.2348,715.35,False
917,118,1,23,24,140.65,0.1084,0.767096,0.2669,124.51,False
918,118,1,22,23,56.32,0.2328,0.3068,0.2955,500.77,False
919,118,1,30,31,75.71,0.1415,0.552272,0.3285,1345.18,False
920,118,1,5,6,94.79,0.0744,0.975289,0.4685,136.97,False
921,118,1,5,6,351.68,0.2309,0.783902,0.4685,125.08,False
922,118,1,7,8,356.23,0.6127,0.067475,0.3274,123.65,False
923,120,0,48,49,261.05,0.1675,0.261133,0.1996,1388.62,False
924,120,0,6,7,285.02,0.1278,0.913587,0.4177,281.57,False
925,120,0,15,16,231.41,0.2911,0.285003,0.2598,471.31,False
926,120,0,25,26,293.81,0.3058,0.09576,0.233,190.89,False
927,120,0,14,15,27.62,0.5094,0.023437,0.1975,1153.59,False
928,120,0,1,2,128.6,1.0,0.512221,0.2132,5.11,False
929,120,0,6,7,11.62,0.9974,0.0,0.2983,149.02,False
930,121,0,28,29,39.51,0.2288,0.232577,0.2665,1853.73,False
931,121,0,27,28,325.66,0.28,0.120135,0.2225,159.69,False
932,121,0,26,27,320.61,0.2939,0.105194,0.2299,199.09,False
933,121,0,36,37,260.9,0.036,0.955128,0.2504,350.17,False
934,121,0,1,2,348.56,1.0,0.512221,0.3145,20.59,False
935,122,0,29,30,346.99,0.1308,0.612648,0.231,1355.47,False
936,122,0,5,6,165.42,0.3224,0.618646,0.2444,10.41,False
937,122,0,1,2,179.35,1.0,0.512221,0.2591,4.14,False
938,122,0,20,21,276.63,0.2283,0.357033,0.1283,977.37,False
939,122,0,12,13,232.48,0.4602,0.076331,0.2357,762.29,False
940,122,0,1,2,22.85,1.0,0.512221,0.3144,57.83,False
941,122,0,4,5,264.83,0.4907,0.408775,0.4786,50.04,False
942,122,0,11,12,191.6,0.3123,0.35013,0.0652,722.14,False
943,122,0,15,16,14.48,0.3212,0.215514,0.3287,1670.32,False
944,123,0,13,14,54.22,0.258,0.429148,0.0948,1848.94,False
945,123,0,5,6,55.7,0.4069,0.460067,0.1641,2683.45,False
946,123,0,2,3,116.49,0.7808,0.343187,0.1474,22.84,False
947,123,0,0,1,,0.0,1.0,0.0,0.0,False
948,123,0,12,13,32.44,0.2644,0.441258,0.1832,482.92,False
949,123,0,44,45,358.06,0.2333,0.090602,0.2051,180.91,False
950,123,0,1,2,100.82,1.0,0.512221,0.0598,153.12,False
951,123,0,3,4,343.45,0.4337,0.610603,0.4211,554.56,False
952,123,0,0,1,,0.0,1.0,0.0,0.0,False
953,123,0,0,1,,0.0,1.0,0.0,0.0,False
954,124,0,23,24,108.5,0.1501,0.600636,0.1718,575.51,False
955,124,0,28,29,193.13,0.1135,0.701059,0.2518,640.58,False
956,124,0,0,1,,0.0,1.0,0.0,0.0,False
957,124,0,0,1,,0.0,1.0,0.0,0.0,False
958,124,0,38,39,176.71,0.1551,0.403344,0.299,709.48,False
959,124,0,2,3,258.93,0.4559,0.718617,0.6321,2.25,False
960,124,0,0,1,,0.0,1.0,0.0,0.0,False
961,124,0,7,8,269.81,0.3047,0.539136,0.3818,15.47,False
962,129,0,63,64,38.24,0.1992,0.081633,0.6708,171.2,False
963,129,0,62,63,301.75,0.0464,0.876059,0.6766,14.81,False
964,129,0,40,41,113.76,0.1979,0.20961,0.7839,17.66,False
965,129,0,62,63,111.79,0.1614,0.199549,0.6766,207.19,False
966,129,0,32,33,43.8,0.2586,0.117389,0.802,13.34,False
967,129,0,32,33,56.57,0.1147,0.660044,0.802,23.06,False
968,129,0,32,33,83.77,0.1332,0.570593,0.802,45.29,False
969,129,0,19,20,190.87,0.2486,0.313259,0.5199,16.19,False
970,129,0,19,20,60.73,0.0587,0.938272,0.5199,26.23,False
971,129,0,19,20,110.12,0.14,0.6947,0.5199,48.97,False
972,130,0,37,38,44.76,0.0315,0.964427,0.6326,78.87,False
973,130,0,34,35,11.43,0.0344,0.961154,0.6501,182.25,False
974,130,0,37,38,57.41,0.2981,0.036201,0.6326,117.92,False
975,130,0,37,38,66.47,0.1935,0.25164,0.6326,107.89,False
976,130,0,36,37,69.92,0.2848,0.052955,0.6397,69.39,False
977,130,0,36,37,80.47,0.2406,0.124221,0.6397,88.01,False
978,130,0,35,36,83.13,0.2081,0.220793,0.6469,91.38,False
979,130,0,33,34,72.45,0.2007,0.266641,0.6533,27.98,False
980,131,0,26,27,11.83,0.1113,0.728587,0.6035,6.57,False
981,131,0,28,29,27.33,0.1185,0.678845,0.5891,66.67,False
982,131,0,28,29,3.15,0.2246,0.245281,0.5891,111.91,False
983,131,0,28,29,31.03,0.3159,0.059954,0.5891,81.26,False
984,131,0,28,29,40.66,0.1371,0.595037,0.5891,63.43,False
985,131,0,26,27,359.68,0.1939,0.379791,0.6035,8.32,False
986,131,0,25,26,344.89,0.1665,0.504685,0.5972,81.65,False
987,132,0,12,13,283.43,0.0177,0.996383,0.3242,51.3,False
988,132,0,12,13,219.01,0.1535,0.761262,0.3242,60.04,False
989,132,0,15,16,113.49,0.3181,0.222136,0.3116,383.36,False
990,132,0,13,14,95.92,0.2207,0.539988,0.3116,371.82,False
991,132,0,12,13,349.84,0.0931,0.904938,0.3242,160.66,False
992,132,0,11,12,82.08,0.2516,0.508953,0.3368,268.89,False
993,132,0,8,9,72.87,0.258,0.601938,0.4386,117.82,False
994,132,0,8,9,92.51,0.4917,0.145301,0.376,302.06,False
995,132,0,8,9,85.05,0.2613,0.594,0.376,277.2,False
996,132,0,2,3,180.55,0.0273,0.998854,0.1702,2.78,False
997,132,0,3,4,275.5,0.915,0.070114,0.1274,120.38,False
998,132,0,1,2,260.07,1.0,0.512221,0.2719,19.87,False
999,132,0,1,2,27.47,1.0,0.512221,0.1274,134.28,False
1000,132,0,10,11,222.42,0.501,0.078464,0.0541,604.87,False
1001,132,0,2,3,242.66,0.8675,0.252313,0.1378,95.59,False
1002,132,0,0,1,,0.0,1.0,0.0,0.0,False
1003,132,0,14,15,257.76,0.3898,0.118562,0.0541,354.27,False
1004,132,0,11,12,226.01,0.4243,0.138268,0.059,503.46,False
1005,132,0,2,3,210.12,0.5952,0.559171,0.1378,52.08,False
1006,132,0,7,8,221.43,0.3397,0.462191,0.0491,179.41,False
1007,132,0,12,13,209.08,0.381,0.176954,0.0579,588.76,False
1008,132,0,8,9,236.51,0.4205,0.249967,0.038,442.42,False
1009,132,0,6,7,135.36,0.1711,0.850092,0.0579,81.09,False
1010,132,0,5,6,220.21,0.3052,0.650983,0.027,137.13,False
1011,132,0,11,12,160.59,0.5905,0.017817,0.0404,528.1,False
1012,132,0,3,4,204.24,0.8811,0.089862,0.0699,505.08,False
1013,132,0,5,6,221.31,0.5974,0.172003,0.0699,184.01,False
1014,132,0,2,3,272.08,0.8719,0.247945,0.0798,89.35,False
1015,132,0,1,2,235.7,1.0,0.512221,0.0699,59.45,False
1016,132,0,3,4,359.86,0.0541,0.992636,0.0404,55.5,False
1017,132,0,2,3,327.69,0.2346,0.918182,0.2135,84.11,False
1018,132,0,2,3,200.95,0.3514,0.824143,0.2135,94.88,False
1019,132,0,2,3,350.91,0.3558,0.820043,0.2135,108.38,False
1020,132,0,2,3,303.95,0.8023,0.319774,0.2135,27.21,False
1021,132,0,0,1,,0.0,1.0,0.0,0.0,False
1022,132,0,3,4,114.22,0.3255,0.761142,0.163,2.47,False
1023,132,0,3,4,114.24,0.3254,0.761179,0.163,2.47,False
1024,132,0,3,4,114.24,0.3255,0.761135,0.163,2.46,False
1025,132,0,3,4,114.26,0.3255,0.761122,0.163,2.46,False
1026,132,0,3,4,114.22,0.3254,0.761155,0.163,2.46,False
1027,132,0,3,4,114.24,0.3255,0.761089,0.163,2.46,False
1028,132,0,3,4,114.35,0.3255,0.761106,0.163,2.46,False
1029,132,0,1,2,266.98,1.0,0.512221,0.1322,15.2,False
1030,132,0,3,4,114.12,0.3255,0.761108,0.163,2.47,False
1031,132,0,0,1,,0.0,1.0,0.0,0.0,False
1032,132,0,1,2,42.4,1.0,0.512221,0.2673,20.87,False
1033,132,0,17,18,75.3,0.2836,0.258314,0.3638,489.27,False
1034,132,0,1,2,257.15,1.0,0.512221,0.2673,45.17,False
1035,132,0,16,17,14.22,0.0401,0.975412,0.3568,458.21,False
1036,132,0,1,2,265.95,1.0,0.512221,0.2673,41.06,False
1037,132,0,0,1,,0.0,1.0,0.0,0.0,False
1038,132,0,1,2,24.16,1.0,0.512221,0.2673,20.2,False
1039,132,0,9,10,106.98,0.0483,0.980303,0.3215,396.37,False
1040,132,0,16,17,125.7,0.1394,0.738956,0.3568,473.65,False
1041,132,0,20,21,66.27,0.3405,0.097392,0.4571,202.52,False
1042,132,0,14,15,108.71,0.1135,0.839939,0.3898,89.12,False
1043,132,0,10,11,140.98,0.1727,0.751504,0.3357,107.48,False
1044,132,0,12,13,205.47,0.1215,0.843183,0.3828,185.81,False
1045,132,0,15,16,174.63,0.1333,0.771849,0.4158,143.98,False
1046,134,1,16,17,239.74,0.1698,0.637386,0.4829,23.14,False
1047,134,1,21,22,128.64,0.2781,0.198627,0.5105,131.74,False
1048,134,1,60,61,59.16,0.3155,0.002295,0.6682,336.73,False
1049,134,1,4,5,311.46,0.0157,0.999136,0.3724,226.08,False
1050,134,1,54,55,112.03,0.2003,0.114397,0.685,173.31,False
1051,134,1,18,19,111.71,0.144,0.694211,0.5802,51.14,False
1052,134,1,33,34,25.74,0.0632,0.878042,0.7263,83.8,False
1053,134,1,33,34,332.88,0.1625,0.421612,0.7263,64.34,False
1054,134,1,33,34,56.18,0.085,0.790438,0.7263,33.04,False
1055,134,1,33,34,356.3,0.0489,0.925153,0.7263,32.85,False
1056,134,1,33,34,267.07,0.0754,0.831205,0.7263,47.39,False
1057,134,1,33,34,214.27,0.1158,0.645705,0.7263,63.6,False
1058,134,1,33,34,123.82,0.0477,0.928569,0.7263,51.13,False
1059,134,1,31,32,314.69,0.2677,0.10803,0.7281,173.89,False
1060,134,1,29,30,172.28,0.2247,0.232878,0.7316,55.88,False
1061,135,1,50,51,303.59,0.0251,0.969334,0.7538,105.66,False
1062,135,1,28,29,237.54,0.328,0.047749,0.7628,434.09,False
1063,135,1,37,38,121.94,0.1588,0.396173,0.7986,117.49,False
1064,135,1,12,13,319.61,0.1884,0.66229,0.7219,82.51,False
1065,135,1,64,65,173.92,0.1404,0.284038,0.7176,439.61,False
1066,135,1,8,9,265.87,0.258,0.60183,0.7353,24.75,False
1067,135,1,39,40,101.57,0.1026,0.666321,0.7936,103.96,False
1068,135,1,8,9,267.24,0.3413,0.406796,0.7353,39.63,False
1069,135,1,6,7,322.28,0.5764,0.136542,0.7062,264.4,False
1070,135,1,25,26,111.3,0.2495,0.212552,0.8203,50.02,False
1071,135,1,24,25,91.04,0.2556,0.209877,0.8222,47.95,False
1072,135,1,20,21,100.34,0.1832,0.516848,0.8178,66.4,False
1073,135,1,21,22,58.8,0.1842,0.495672,0.848,75.35,False
1074,135,1,19,20,84.38,0.1453,0.675117,0.8534,7.45,False
1075,135,1,30,31,121.99,0.2746,0.103681,0.7616,311.72,False
1076,135,1,17,18,48.27,0.1015,0.84332,0.8536,60.73,False
1077,135,1,19,20,255.05,0.0325,0.9806,0.8534,6.13,False
1078,135,1,16,17,107.24,0.3743,0.105359,0.8633,69.89,False
1079,135,1,16,17,76.31,0.2255,0.45001,0.8633,73.99,False
1080,135,1,11,12,84.98,0.161,0.760372,0.8534,36.13,False
1081,135,1,11,12,182.14,0.2289,0.572673,0.8534,13.1,False
1082,135,1,9,10,102.27,0.4441,0.171653,0.8536,50.38,False
1083,135,1,9,10,101.72,0.5587,0.056047,0.8536,71.85,False
1084,135,1,10,11,99.67,0.4292,0.159827,0.8535,78.54,False
1085,135,1,9,10,95.61,0.3103,0.432567,0.8536,68.99,False
1086,135,1,9,10,113.27,0.523,0.082334,0.8536,24.12,False
1087,135,1,11,12,65.52,0.5061,0.056378,0.8534,57.12,False
1088,135,1,9,10,253.1,0.1032,0.913136,0.8536,9.25,False
1089,135,1,6,7,34.24,0.4801,0.260993,0.5579,202.83,False
1090,135,1,10,11,65.02,0.1263,0.858833,0.6836,5.82,False
1091,135,1,9,10,29.34,0.3754,0.289117,0.6875,86.35,False
1092,136,1,2,3,183.92,0.9892,0.145312,0.7107,5.3,False
1093,136,1,22,23,116.93,0.385,0.036508,0.6923,20.53,False
1094,136,1,0,1,,0.0,1.0,0.0,0.0,False
1095,136,1,31,32,51.88,0.1326,0.583616,0.7179,75.86,False
1096,136,1,30,31,186.62,0.0379,0.958441,0.7243,45.75,False
1097,136,1,29,30,96.14,0.0672,0.87909,0.7179,72.64,False
1098,136,1,51,52,48.93,0.0905,0.660549,0.6854,50.54,False
1099,136,1,28,29,263.65,0.1816,0.400606,0.7211,38.36,False
1100,136,1,29,30,358.44,0.0392,0.957115,0.7179,31.79,False
1101,137,1,26,27,274.87,0.271,0.148427,0.7446,165.08,False
1102,137,1,30,31,85.67,0.1136,0.682311,0.7473,131.31,False
1103,137,1,32,33,300.91,0.0886,0.780729,0.7446,110.15,False
1104,137,1,61,62,12.43,0.0687,0.751383,0.7432,253.1,False
1105,137,1,27,28,357.84,0.1212,0.676433,0.7461,27.65,False
1106,137,1,27,28,351.42,0.0553,0.922085,0.7461,23.11,False
1107,137,1,24,25,57.99,0.0386,0.965602,0.7473,63.91,False
1108,137,1,24,25,239.92,0.0505,0.941881,0.7473,137.63,False
1109,137,1,29,30,262.54,0.1533,0.509969,0.7485,45.14,False
1110,137,1,10,11,305.3,0.1768,0.741189,0.715,3.56,False
1111,137,1,17,18,87.46,0.3569,0.114151,0.7345,322.18,False
1112,137,1,21,22,168.51,0.0664,0.913485,0.7485,109.29,False
1113,137,1,28,29,19.25,0.4653,0.001817,0.732,73.72,False
1114,137,1,28,29,17.99,0.3333,0.043158,0.732,18.1,False
1115,137,1,27,28,251.12,0.1729,0.450141,0.747,44.03,False
1116,137,1,25,26,245.58,0.0877,0.827932,0.7649,43.81,False
1117,137,1,26,27,230.32,0.3463,0.042671,0.756,9.15,False
1118,137,1,23,24,100.49,0.0511,0.942988,0.7649,4.46,False
1119,137,1,23,24,208.28,0.2313,0.295367,0.7649,20.42,False
1120,137,1,22,23,249.34,0.3251,0.09692,0.7676,30.87,False
1121,137,1,15,16,99.98,0.1256,0.794879,0.8015,29.0,False
1122,137,1,19,20,218.38,0.2608,0.278188,0.7968,54.28,False
1123,137,1,17,18,162.02,0.3002,0.218457,0.7993,92.69,False
1124,137,1,0,1,,0.0,1.0,0.0,0.0,False
1125,138,1,62,63,176.35,0.0761,0.700228,0.7345,32.78,False
1126,138,1,32,33,286.45,0.1676,0.410075,0.7364,95.3,False
1127,138,1,36,37,213.52,0.1284,0.555475,0.729,114.44,False
1128,138,1,63,64,96.64,0.0654,0.765343,0.7318,258.25,False
1129,138,1,8,9,121.16,0.1948,0.750081,0.6672,125.92,False
1130,138,1,31,32,242.88,0.0367,0.959676,0.7318,5.53,False
1131,138,1,34,35,280.38,0.1383,0.525312,0.729,65.63,False
1132,138,1,36,37,259.9,0.2558,0.094323,0.724,53.47,False
1133,138,1,3,4,165.3,0.179,0.921773,0.5447,61.96,False
1134,138,1,29,30,300.6,0.156,0.497688,0.7262,161.0,False
1135,138,1,31,32,286.62,0.1509,0.497331,0.7262,4.29,False
1136,138,1,33,34,191.25,0.0503,0.921102,0.7217,99.89,False
1137,138,1,30,31,328.88,0.0722,0.857455,0.729,96.95,False
1138,138,1,26,27,286.93,0.3047,0.088599,0.7364,23.48,False
1139,138,1,5,6,314.21,0.4043,0.46483,0.6592,4.24,False
1140,138,1,27,28,245.34,0.1705,0.460196,0.741,114.04,False
1141,138,1,12,13,282.96,0.4559,0.080305,0.683,105.58,False
1142,138,1,37,38,2.25,0.0192,0.986641,0.7166,31.15,False
1143,138,1,11,12,246.27,0.3953,0.181379,0.6957,70.72,False
1144,138,1,37,38,159.4,0.0464,0.924467,0.7166,22.98,False
1145,138,1,23,24,225.86,0.059,0.924483,0.7643,41.47,False
1146,138,1,21,22,188.13,0.0334,0.977431,0.7681,4.37,False
1147,138,1,10,11,67.78,0.1609,0.780694,0.7533,27.59,False
1148,138,1,18,19,334.99,0.0336,0.98045,0.7737,42.19,False
1149,138,1,22,23,188.97,0.075,0.885975,0.7662,50.87,False
1150,138,1,21,22,294.11,0.0902,0.846149,0.7681,2.63,False
1151,138,1,19,20,132.53,0.0942,0.848279,0.7793,53.47,False
1152,138,1,15,16,132.18,0.5393,0.01042,0.781,140.89,True
1153,139,1,30,31,285.67,0.1816,0.374894,0.7486,28.28,False
1154,139,1,29,30,19.05,0.1516,0.517285,0.7571,39.83,False
1155,139,1,62,63,305.47,0.1484,0.256383,0.7062,616.4,False
1156,139,1,64,65,293.35,0.1939,0.089802,0.7062,562.04,False
1157,139,1,31,32,302.06,0.1596,0.457381,0.7401,57.41,False
1158,139,1,30,31,294.14,0.199,0.307364,0.7486,83.86,False
1159,139,1,30,31,326.61,0.2454,0.164593,0.7486,65.59,False
1160,139,1,23,24,280.25,0.2112,0.362303,0.7593,114.95,False
1161,139,1,46,47,223.11,0.4076,0.000371,0.6986,295.44,False
1162,139,1,21,22,300.84,0.1421,0.659555,0.7593,35.36,False
1163,139,1,24,25,247.95,0.2677,0.179964,0.605,26.44,False
1164,139,1,23,24,319.36,0.1447,0.622601,0.6,15.82,False
1165,139,1,20,21,246.76,0.2903,0.186675,0.5961,19.32,False
1166,139,1,28,29,308.94,0.3057,0.071926,0.6438,10.78,False
1167,140,1,31,32,273.7,0.1474,0.513532,0.6196,1030.81,False
1168,140,1,6,7,260.53,0.3314,0.537484,0.5566,15.38,False
1169,140,1,8,9,272.06,0.4302,0.233552,0.5566,395.68,False
1170,140,1,0,1,,0.0,1.0,0.0,0.0,False
1171,140,1,21,22,267.26,0.3692,0.055375,0.6481,315.99,False
1172,140,1,4,5,259.69,0.2626,0.781739,0.601,11.87,False
1173,140,1,9,10,245.47,0.1526,0.819438,0.7623,15.88,False
1174,140,1,13,14,129.67,0.1389,0.784738,0.6329,1114.91,False
1175,140,1,9,10,327.61,0.1237,0.877537,0.7623,85.19,False
1176,140,1,13,14,128.08,0.3736,0.164139,0.589,1174.78,False
1177,140,1,12,13,123.9,0.5861,0.01303,0.472,1325.86,False
1178,140,1,3,4,93.14,0.9937,0.035507,0.1174,900.49,False
1179,140,1,8,9,118.11,0.6819,0.018787,0.3532,633.67,False
1180,140,1,1,2,89.22,1.0,0.512221,0.0269,204.11,False
1181,140,1,14,15,175.06,0.2631,0.386406,0.6707,1262.35,False
1182,140,1,13,14,118.74,0.2534,0.442505,0.7323,544.89,False
1183,140,1,8,9,253.13,0.2705,0.571859,0.6896,515.07,False
1184,140,1,8,9,254.19,0.0879,0.943576,0.6896,508.76,False
1185,140,1,6,7,328.17,0.286,0.631676,0.6896,42.66,False
1186,140,1,6,7,25.03,0.2452,0.714742,0.6896,35.11,False
1187,140,1,5,6,49.57,0.2494,0.752222,0.6972,63.61,False
1188,140,1,6,7,60.4,0.2915,0.620367,0.7487,789.82,False
1189,140,1,15,16,336.03,0.1311,0.778481,0.7533,171.0,False
1190,140,1,11,12,344.73,0.2901,0.405533,0.7533,150.95,False
1191,140,1,1,2,95.01,1.0,0.512221,0.7156,57.51,False
1192,140,1,3,4,51.96,0.3765,0.692078,0.7931,25.72,False
